训练集文件及个数：D:/train_test/train01.txt  300
测试集文件及个数：D:/train_test/test01.txt  1000
F_CNN = 0.07,F_Matrix = 0.08

代数: 		平均正确率: 	测试正确率: 
1		0.61            0.537
2		0.615           0.537
12		0.62            0.537
62		0.625           0.537
107		0.655           0.537
128		0.665           0.905
152		0.72            0.871
158		0.76            0.868
159		0.82            0.894
180		0.86            0.916
227		0.875           0.905
304		0.88            0.926
1075		0.895           0.924
